"location","target","type","quantile","forecast_date","target_end_date","value"
"36","3 wk ahead cum death","quantile",0.2,2020-05-31,"2020-06-20",23826.7526607205
"36","3 wk ahead cum death","quantile",0.25,2020-05-31,"2020-06-20",23890.7976119046
"36","3 wk ahead cum death","quantile",0.3,2020-05-31,"2020-06-20",23926.4472400297
"36","3 wk ahead cum death","quantile",0.35,2020-05-31,"2020-06-20",23966.5751971247
"36","3 wk ahead cum death","quantile",0.4,2020-05-31,"2020-06-20",24009.850676443
"36","3 wk ahead cum death","quantile",0.45,2020-05-31,"2020-06-20",24049.4858946869
"36","3 wk ahead cum death","quantile",0.5,2020-05-31,"2020-06-20",24096.322730567
"36","3 wk ahead cum death","quantile",0.55,2020-05-31,"2020-06-20",24145.4831514041
"36","3 wk ahead cum death","quantile",0.6,2020-05-31,"2020-06-20",24194.0662219347
"36","3 wk ahead cum death","quantile",0.65,2020-05-31,"2020-06-20",24244.6565742369
"36","3 wk ahead cum death","quantile",0.7,2020-05-31,"2020-06-20",24326.5373839309
"36","3 wk ahead cum death","quantile",0.75,2020-05-31,"2020-06-20",24432.3473460588
"36","3 wk ahead cum death","quantile",0.8,2020-05-31,"2020-06-20",24512.6596229414
"36","3 wk ahead cum death","quantile",0.85,2020-05-31,"2020-06-20",24603.5026204306
"36","3 wk ahead cum death","quantile",0.9,2020-05-31,"2020-06-20",24707.7600710792
"36","3 wk ahead cum death","quantile",0.95,2020-05-31,"2020-06-20",24862.5412803384
"36","3 wk ahead cum death","quantile",0.975,2020-05-31,"2020-06-20",25071.0271875052
"36","3 wk ahead cum death","quantile",0.99,2020-05-31,"2020-06-20",25301.7885629679
"36","2 wk ahead cum death","quantile",0.01,2020-05-31,"2020-06-13",23379.3048543905
"36","2 wk ahead cum death","quantile",0.025,2020-05-31,"2020-06-13",23416.1241018735
"36","2 wk ahead cum death","quantile",0.05,2020-05-31,"2020-06-13",23484.6608899917
"36","2 wk ahead cum death","quantile",0.1,2020-05-31,"2020-06-13",23535.1378839511
"36","2 wk ahead cum death","quantile",0.15,2020-05-31,"2020-06-13",23585.1974855473
"36","2 wk ahead cum death","quantile",0.2,2020-05-31,"2020-06-13",23620.6839947577
"36","2 wk ahead cum death","quantile",0.25,2020-05-31,"2020-06-13",23664.6768558052
"36","2 wk ahead cum death","quantile",0.3,2020-05-31,"2020-06-13",23689.55123539
"36","2 wk ahead cum death","quantile",0.35,2020-05-31,"2020-06-13",23718.0592964503
"36","2 wk ahead cum death","quantile",0.4,2020-05-31,"2020-06-13",23749.2932362342
"36","2 wk ahead cum death","quantile",0.45,2020-05-31,"2020-06-13",23777.4660266382
"36","2 wk ahead cum death","quantile",0.5,2020-05-31,"2020-06-13",23812.0735187723
"36","2 wk ahead cum death","quantile",0.55,2020-05-31,"2020-06-13",23844.7160453847
"36","2 wk ahead cum death","quantile",0.6,2020-05-31,"2020-06-13",23879.0965276941
"36","2 wk ahead cum death","quantile",0.65,2020-05-31,"2020-06-13",23916.8168819148
"36","2 wk ahead cum death","quantile",0.7,2020-05-31,"2020-06-13",23967.0579619609
"36","2 wk ahead cum death","quantile",0.75,2020-05-31,"2020-06-13",24037.9171088916
"36","2 wk ahead cum death","quantile",0.8,2020-05-31,"2020-06-13",24089.3751801471
"36","2 wk ahead cum death","quantile",0.85,2020-05-31,"2020-06-13",24157.9896963912
"36","2 wk ahead cum death","quantile",0.9,2020-05-31,"2020-06-13",24225.17847535
"36","2 wk ahead cum death","quantile",0.95,2020-05-31,"2020-06-13",24323.240497426
"36","2 wk ahead cum death","quantile",0.975,2020-05-31,"2020-06-13",24447.7817878466
"36","2 wk ahead cum death","quantile",0.99,2020-05-31,"2020-06-13",24605.5866493886
"36","1 wk ahead cum death","quantile",0.01,2020-05-31,"2020-06-06",23193.7288387549
"36","1 wk ahead cum death","quantile",0.025,2020-05-31,"2020-06-06",23211.5018367088
"36","1 wk ahead cum death","quantile",0.05,2020-05-31,"2020-06-06",23249.2523517789
"36","1 wk ahead cum death","quantile",0.1,2020-05-31,"2020-06-06",23277.1124066535
"36","1 wk ahead cum death","quantile",0.15,2020-05-31,"2020-06-06",23303.3980246313
"36","1 wk ahead cum death","quantile",0.2,2020-05-31,"2020-06-06",23323.6227158129
"36","1 wk ahead cum death","quantile",0.25,2020-05-31,"2020-06-06",23346.3944650018
"36","1 wk ahead cum death","quantile",0.3,2020-05-31,"2020-06-06",23359.9125827519
"36","1 wk ahead cum death","quantile",0.35,2020-05-31,"2020-06-06",23375.5026900727
"36","1 wk ahead cum death","quantile",0.4,2020-05-31,"2020-06-06",23392.3814888424
"36","1 wk ahead cum death","quantile",0.45,2020-05-31,"2020-06-06",23407.3840836722
"36","1 wk ahead cum death","quantile",0.5,2020-05-31,"2020-06-06",23425.5122875757
"36","1 wk ahead cum death","quantile",0.55,2020-05-31,"2020-06-06",23443.4063397824
"36","1 wk ahead cum death","quantile",0.6,2020-05-31,"2020-06-06",23458.9014649927
"36","1 wk ahead cum death","quantile",0.65,2020-05-31,"2020-06-06",23481.2808827811
"36","1 wk ahead cum death","quantile",0.7,2020-05-31,"2020-06-06",23509.1870707677
"36","1 wk ahead cum death","quantile",0.75,2020-05-31,"2020-06-06",23543.5955883021
"36","1 wk ahead cum death","quantile",0.8,2020-05-31,"2020-06-06",23568.372500468
"36","1 wk ahead cum death","quantile",0.85,2020-05-31,"2020-06-06",23600.0601872044
"36","1 wk ahead cum death","quantile",0.9,2020-05-31,"2020-06-06",23636.5512111144
"36","1 wk ahead cum death","quantile",0.95,2020-05-31,"2020-06-06",23685.1007525583
"36","1 wk ahead cum death","quantile",0.975,2020-05-31,"2020-06-06",23748.081395895
"36","1 wk ahead cum death","quantile",0.99,2020-05-31,"2020-06-06",23815.4759784656
"02","4 wk ahead cum death","quantile",0.01,2020-05-31,"2020-06-27",10.2438710711721
"02","4 wk ahead cum death","quantile",0.025,2020-05-31,"2020-06-27",10.5557440346933
"02","4 wk ahead cum death","quantile",0.05,2020-05-31,"2020-06-27",10.5859780482484
"02","4 wk ahead cum death","quantile",0.1,2020-05-31,"2020-06-27",10.7937877706854
"02","4 wk ahead cum death","quantile",0.15,2020-05-31,"2020-06-27",11.1412404958185
"02","4 wk ahead cum death","quantile",0.2,2020-05-31,"2020-06-27",11.4753098747774
"02","4 wk ahead cum death","quantile",0.25,2020-05-31,"2020-06-27",11.812568890482
"02","4 wk ahead cum death","quantile",0.3,2020-05-31,"2020-06-27",11.9985457416988
"02","4 wk ahead cum death","quantile",0.35,2020-05-31,"2020-06-27",12.3313472060639
"02","4 wk ahead cum death","quantile",0.4,2020-05-31,"2020-06-27",12.6629934798251
"02","4 wk ahead cum death","quantile",0.45,2020-05-31,"2020-06-27",12.8682643020668
"02","4 wk ahead cum death","quantile",0.5,2020-05-31,"2020-06-27",13.2100472263833
"02","4 wk ahead cum death","quantile",0.55,2020-05-31,"2020-06-27",13.7085310199529
"02","4 wk ahead cum death","quantile",0.6,2020-05-31,"2020-06-27",14.0759177129851
"02","4 wk ahead cum death","quantile",0.65,2020-05-31,"2020-06-27",15.0078369007607
"02","4 wk ahead cum death","quantile",0.7,2020-05-31,"2020-06-27",15.5340243078177
"02","4 wk ahead cum death","quantile",0.75,2020-05-31,"2020-06-27",16.8316097144919
"02","4 wk ahead cum death","quantile",0.8,2020-05-31,"2020-06-27",18.1116210828501
"02","4 wk ahead cum death","quantile",0.85,2020-05-31,"2020-06-27",20.1525606365353
"02","4 wk ahead cum death","quantile",0.9,2020-05-31,"2020-06-27",23.2627699183209
"02","4 wk ahead cum death","quantile",0.95,2020-05-31,"2020-06-27",31.8311258934497
"02","4 wk ahead cum death","quantile",0.975,2020-05-31,"2020-06-27",36.7543481834507
"02","4 wk ahead cum death","quantile",0.99,2020-05-31,"2020-06-27",44.6795368733071
"02","3 wk ahead cum death","quantile",0.01,2020-05-31,"2020-06-20",10.1966317347545
"02","3 wk ahead cum death","quantile",0.025,2020-05-31,"2020-06-20",10.3615555617727
"02","3 wk ahead cum death","quantile",0.05,2020-05-31,"2020-06-20",10.3906684210492
"02","3 wk ahead cum death","quantile",0.1,2020-05-31,"2020-06-20",10.5786752586375
"02","3 wk ahead cum death","quantile",0.15,2020-05-31,"2020-06-20",10.7672633028602
"02","3 wk ahead cum death","quantile",0.2,2020-05-31,"2020-06-20",10.9445929118611
"02","3 wk ahead cum death","quantile",0.25,2020-05-31,"2020-06-20",11.1310600814375
"02","3 wk ahead cum death","quantile",0.3,2020-05-31,"2020-06-20",11.4541878053672
"02","3 wk ahead cum death","quantile",0.35,2020-05-31,"2020-06-20",11.6347273235985
"02","3 wk ahead cum death","quantile",0.4,2020-05-31,"2020-06-20",11.6709462655012
"02","3 wk ahead cum death","quantile",0.45,2020-05-31,"2020-06-20",11.8581564321121
"02","3 wk ahead cum death","quantile",0.5,2020-05-31,"2020-06-20",12.045755217184
"02","3 wk ahead cum death","quantile",0.55,2020-05-31,"2020-06-20",12.453295445407
"02","3 wk ahead cum death","quantile",0.6,2020-05-31,"2020-06-20",12.731505293211
"02","3 wk ahead cum death","quantile",0.65,2020-05-31,"2020-06-20",13.0817054900524
"02","3 wk ahead cum death","quantile",0.7,2020-05-31,"2020-06-20",13.5800758045812
"02","3 wk ahead cum death","quantile",0.75,2020-05-31,"2020-06-20",14.5252544097591
"02","3 wk ahead cum death","quantile",0.8,2020-05-31,"2020-06-20",14.9236150287219
"02","3 wk ahead cum death","quantile",0.85,2020-05-31,"2020-06-20",16.0701527807578
"02","3 wk ahead cum death","quantile",0.9,2020-05-31,"2020-06-20",18.2758923706799
"02","3 wk ahead cum death","quantile",0.95,2020-05-31,"2020-06-20",23.4846583921068
"02","3 wk ahead cum death","quantile",0.975,2020-05-31,"2020-06-20",25.9535747300831
"02","3 wk ahead cum death","quantile",0.99,2020-05-31,"2020-06-20",29.7820508020475
"02","2 wk ahead cum death","quantile",0.01,2020-05-31,"2020-06-13",10.1411075187306
"02","2 wk ahead cum death","quantile",0.025,2020-05-31,"2020-06-13",10.1507557288058
"02","2 wk ahead cum death","quantile",0.05,2020-05-31,"2020-06-13",10.3107832078106
"02","2 wk ahead cum death","quantile",0.1,2020-05-31,"2020-06-13",10.3424533292555
"02","2 wk ahead cum death","quantile",0.15,2020-05-31,"2020-06-13",10.3715736420944
"02","2 wk ahead cum death","quantile",0.2,2020-05-31,"2020-06-13",10.5382509389649
"02","2 wk ahead cum death","quantile",0.25,2020-05-31,"2020-06-13",10.566010863246
"02","2 wk ahead cum death","quantile",0.3,2020-05-31,"2020-06-13",10.7363399924507
"02","2 wk ahead cum death","quantile",0.35,2020-05-31,"2020-06-13",10.7670371460018
"02","2 wk ahead cum death","quantile",0.4,2020-05-31,"2020-06-13",10.9349492422801
"02","2 wk ahead cum death","quantile",0.45,2020-05-31,"2020-06-13",10.96700655015
"02","2 wk ahead cum death","quantile",0.5,2020-05-31,"2020-06-13",11.2827590950375
"02","2 wk ahead cum death","quantile",0.55,2020-05-31,"2020-06-13",11.3193133186307
"02","2 wk ahead cum death","quantile",0.6,2020-05-31,"2020-06-13",11.499402218579
"02","2 wk ahead cum death","quantile",0.65,2020-05-31,"2020-06-13",11.6871701226254
"02","2 wk ahead cum death","quantile",0.7,2020-05-31,"2020-06-13",11.8776307715074
"02","2 wk ahead cum death","quantile",0.75,2020-05-31,"2020-06-13",12.2167338233477
"02","2 wk ahead cum death","quantile",0.8,2020-05-31,"2020-06-13",12.7212026167585
"02","2 wk ahead cum death","quantile",0.85,2020-05-31,"2020-06-13",13.2670841705469
"02","2 wk ahead cum death","quantile",0.9,2020-05-31,"2020-06-13",14.3773006761577
"02","2 wk ahead cum death","quantile",0.95,2020-05-31,"2020-06-13",17.0591345404192
"02","2 wk ahead cum death","quantile",0.975,2020-05-31,"2020-06-13",18.6205225048993
"02","2 wk ahead cum death","quantile",0.99,2020-05-31,"2020-06-13",21.3047040967325
"02","1 wk ahead cum death","quantile",0.01,2020-05-31,"2020-06-06",10.0633624237282
"02","1 wk ahead cum death","quantile",0.025,2020-05-31,"2020-06-06",10.0702936874276
"02","1 wk ahead cum death","quantile",0.05,2020-05-31,"2020-06-06",10.0781219077908
"02","1 wk ahead cum death","quantile",0.1,2020-05-31,"2020-06-06",10.0894473639865
"02","1 wk ahead cum death","quantile",0.15,2020-05-31,"2020-06-06",10.1030786637813
"02","1 wk ahead cum death","quantile",0.2,2020-05-31,"2020-06-06",10.1149657594701
"02","1 wk ahead cum death","quantile",0.25,2020-05-31,"2020-06-06",10.2715697650007
"02","1 wk ahead cum death","quantile",0.3,2020-05-31,"2020-06-06",10.2838958571882
"02","1 wk ahead cum death","quantile",0.35,2020-05-31,"2020-06-06",10.2965429155305
"02","1 wk ahead cum death","quantile",0.4,2020-05-31,"2020-06-06",10.3098869420305
"02","1 wk ahead cum death","quantile",0.45,2020-05-31,"2020-06-06",10.3249012720458
"02","1 wk ahead cum death","quantile",0.5,2020-05-31,"2020-06-06",10.4828713771557
"02","1 wk ahead cum death","quantile",0.55,2020-05-31,"2020-06-06",10.5000261978811
"02","1 wk ahead cum death","quantile",0.6,2020-05-31,"2020-06-06",10.5229312219844
"02","1 wk ahead cum death","quantile",0.65,2020-05-31,"2020-06-06",10.6888072810165
"02","1 wk ahead cum death","quantile",0.7,2020-05-31,"2020-06-06",10.8549724844723
"02","1 wk ahead cum death","quantile",0.75,2020-05-31,"2020-06-06",10.8870691606854
"02","1 wk ahead cum death","quantile",0.8,2020-05-31,"2020-06-06",11.214846366033
"02","1 wk ahead cum death","quantile",0.85,2020-05-31,"2020-06-06",11.4042478996787
"02","1 wk ahead cum death","quantile",0.9,2020-05-31,"2020-06-06",11.905228664116
"02","1 wk ahead cum death","quantile",0.95,2020-05-31,"2020-06-06",12.7497675404322
"02","1 wk ahead cum death","quantile",0.975,2020-05-31,"2020-06-06",13.5832844305401
"02","1 wk ahead cum death","quantile",0.99,2020-05-31,"2020-06-06",15.208548936098
"37","4 wk ahead cum death","quantile",0.01,2020-05-31,"2020-06-27",1262.10273693745
"37","4 wk ahead cum death","quantile",0.025,2020-05-31,"2020-06-27",1316.2518627092
"37","4 wk ahead cum death","quantile",0.05,2020-05-31,"2020-06-27",1354.41173066365
"37","4 wk ahead cum death","quantile",0.1,2020-05-31,"2020-06-27",1409.42147641638
"37","4 wk ahead cum death","quantile",0.15,2020-05-31,"2020-06-27",1457.36686103691
"37","4 wk ahead cum death","quantile",0.2,2020-05-31,"2020-06-27",1507.92951190943
"37","4 wk ahead cum death","quantile",0.25,2020-05-31,"2020-06-27",1559.42850832119
"37","4 wk ahead cum death","quantile",0.3,2020-05-31,"2020-06-27",1604.55363498862
"37","4 wk ahead cum death","quantile",0.35,2020-05-31,"2020-06-27",1660.5398976507
"37","4 wk ahead cum death","quantile",0.4,2020-05-31,"2020-06-27",1709.39017451623
"37","4 wk ahead cum death","quantile",0.45,2020-05-31,"2020-06-27",1763.26851824321
"37","4 wk ahead cum death","quantile",0.5,2020-05-31,"2020-06-27",1813.58198855257
"37","4 wk ahead cum death","quantile",0.55,2020-05-31,"2020-06-27",1866.56258560901
"37","4 wk ahead cum death","quantile",0.6,2020-05-31,"2020-06-27",1923.59212528762
"37","4 wk ahead cum death","quantile",0.65,2020-05-31,"2020-06-27",1990.10614313311
"37","4 wk ahead cum death","quantile",0.7,2020-05-31,"2020-06-27",2075.39782269425
"37","4 wk ahead cum death","quantile",0.75,2020-05-31,"2020-06-27",2153.39123124697
"37","4 wk ahead cum death","quantile",0.8,2020-05-31,"2020-06-27",2245.57997369832
"37","4 wk ahead cum death","quantile",0.85,2020-05-31,"2020-06-27",2370.4427195693
"37","4 wk ahead cum death","quantile",0.9,2020-05-31,"2020-06-27",2511.34702868011
"37","4 wk ahead cum death","quantile",0.95,2020-05-31,"2020-06-27",2742.56157846631
"37","4 wk ahead cum death","quantile",0.975,2020-05-31,"2020-06-27",2936.56300557194
"37","4 wk ahead cum death","quantile",0.99,2020-05-31,"2020-06-27",3165.24890758976
"20","4 wk ahead cum death","quantile",0.01,2020-05-31,"2020-06-27",231.519746060183
"20","4 wk ahead cum death","quantile",0.025,2020-05-31,"2020-06-27",235.230972478594
"20","4 wk ahead cum death","quantile",0.05,2020-05-31,"2020-06-27",238.508521106781
"20","4 wk ahead cum death","quantile",0.1,2020-05-31,"2020-06-27",243.968910736557
"20","4 wk ahead cum death","quantile",0.15,2020-05-31,"2020-06-27",246.658922244731
"20","4 wk ahead cum death","quantile",0.2,2020-05-31,"2020-06-27",251.107415309476
"20","4 wk ahead cum death","quantile",0.25,2020-05-31,"2020-06-27",254.731050175481
"20","4 wk ahead cum death","quantile",0.3,2020-05-31,"2020-06-27",259.200446959048
"20","4 wk ahead cum death","quantile",0.35,2020-05-31,"2020-06-27",262.909066148662
"20","4 wk ahead cum death","quantile",0.4,2020-05-31,"2020-06-27",266.63347392355
"20","4 wk ahead cum death","quantile",0.45,2020-05-31,"2020-06-27",270.00511254181
"20","4 wk ahead cum death","quantile",0.5,2020-05-31,"2020-06-27",273.650455073778
"20","4 wk ahead cum death","quantile",0.55,2020-05-31,"2020-06-27",279.764622107714
